brewery_name,beer_name,beer_style,beer_abv,num_reviews,rating,city,state
Brooklyn Brewery,Brooklyn Backbreaker,English Strong Ale,7.0,50,3.82,Brooklyn, NY
Brooklyn Brewery,Brooklyn Black Chocolate Stout,Russian Imperial Stout,10.0,2447,4.03,Brooklyn, NY
Brooklyn Brewery,Brooklyn Black OPS,Russian Imperial Stout,10.7,579,4.01,Brooklyn, NY
Brooklyn Brewery,Brooklyn Blast Pale Ale,American Double / Imperial IPA,8.0,158,4.11,Brooklyn, NY
Brooklyn Brewery,Brooklyn Blonde Bock,Maibock / Helles Bock,7.7,17,4.44,Brooklyn, NY
Brooklyn Brewery,Brooklyn Blunderbuss Old Ale,Old Ale,8.2,49,3.82,Brooklyn, NY
Brooklyn Brewery,Brooklyn Brett Ops,American Wild Ale,10.7,2,3.75,Brooklyn, NY
Brooklyn Brewery,Brooklyn Bright Golding Ale,English Strong Ale,7.5,26,3.94,Brooklyn, NY
Brooklyn Brewery,Brooklyn Brown Ale,American Brown Ale,5.6,867,3.82,Brooklyn, NY
Brooklyn Brewery,Brooklyn Buzz Bomb Ale,Braggot,8.0,59,3.85,Brooklyn, NY
Brooklyn Brewery,Brooklyn Cuvee De Cardoz,Belgian Strong Pale Ale,8.5,47,3.85,Brooklyn, NY
Brooklyn Brewery,Brooklyn Cuvee De Craig,Belgian Strong Dark Ale,8.7,2,4.0,Brooklyn, NY
Brooklyn Brewery,Brooklyn Cuvee Noire,Belgian Strong Dark Ale,8.7,60,3.79,Brooklyn, NY
Brooklyn Brewery,Brooklyn Dark Matter,American Brown Ale,7.5,79,3.91,Brooklyn, NY
Brooklyn Brewery,Brooklyn Darker Matter,American Brown Ale,5.5,3,3.83,Brooklyn, NY
Brooklyn Brewery,Brooklyn Detonation Ale,American Double / Imperial IPA,10.2,49,4.24,Brooklyn, NY
Brooklyn Brewery,Brooklyn Dry Stout,Irish Dry Stout,3.9,6,4.17,Brooklyn, NY
Brooklyn Brewery,Brooklyn East India Pale Ale,English India Pale Ale (IPA),6.8,866,3.72,Brooklyn, NY
Brooklyn Brewery,Brooklyn Flemish Gold,Saison / Farmhouse Ale,6.5,30,4.12,Brooklyn, NY
Brooklyn Brewery,Brooklyn Fortitude,Belgian Strong Pale Ale,9.1,29,4.24,Brooklyn, NY
Brooklyn Brewery,Brooklyn Grand Cru,Witbier,8.4,47,3.98,Brooklyn, NY
Brooklyn Brewery,Brooklyn Heavy Scotch Ale,Scotch Ale / Wee Heavy,7.5,10,4.1,Brooklyn, NY
Brooklyn Brewery,Brooklyn High Line Elevated Wheat,Hefeweizen,4.8,3,4.17,Brooklyn, NY
Brooklyn Brewery,Brooklyn Intensified Coffee Stout,American Double / Imperial Stout,8.0,72,3.99,Brooklyn, NY
Brooklyn Brewery,Brooklyn Keller Helles,Keller Bier / Zwickel Bier,5.0,27,4.04,Brooklyn, NY
Brooklyn Brewery,Brooklyn Lager,American Amber / Red Lager,5.2,1101,4.02,Brooklyn, NY
Brooklyn Brewery,Brooklyn Local 1,Belgian Strong Pale Ale,9.0,788,4.07,Brooklyn, NY
Brooklyn Brewery,Brooklyn Local 11,Belgian Strong Dark Ale,9.0,4,4.62,Brooklyn, NY
Brooklyn Brewery,Brooklyn Local 2,Belgian Strong Dark Ale,9.0,443,4.02,Brooklyn, NY
Brooklyn Brewery,Brooklyn Main Engine Start,Belgian Pale Ale,6.2,65,3.82,Brooklyn, NY
Brooklyn Brewery,Brooklyn Manchester Star,Baltic Porter,7.0,1,5.0,Brooklyn, NY
Brooklyn Brewery,Brooklyn Manhattan Project,Rye Beer,8.5,75,3.75,Brooklyn, NY
Brooklyn Brewery,Brooklyn Monster Ale,English Barleywine,10.8,955,3.66,Brooklyn, NY
Brooklyn Brewery,Brooklyn Oktoberfest Beer,Märzen / Oktoberfest,5.5,660,3.9,Brooklyn, NY
Brooklyn Brewery,Brooklyn Pilsner,German Pilsener,5.1,408,3.9,Brooklyn, NY
Brooklyn Brewery,Brooklyn Radius,Belgian Pale Ale,4.8,4,4.0,Brooklyn, NY
Brooklyn Brewery,Brooklyn Saison De Brooklyn,Saison / Farmhouse Ale,6.8,29,4.26,Brooklyn, NY
Brooklyn Brewery,Brooklyn Savoir Faire,Bière de Garde,8.0,37,4.19,Brooklyn, NY
Brooklyn Brewery,Brooklyn Smoked Weissbock,Weizenbock,8.0,40,4.01,Brooklyn, NY
Brooklyn Brewery,Brooklyn Sorachi Ace,Saison / Farmhouse Ale,7.6,372,4.16,Brooklyn, NY
Brooklyn Brewery,Brooklyn Stoutman,Irish Dry Stout,4.0,1,4.5,Brooklyn, NY
Brooklyn Brewery,Brooklyn Summer Ale,English Pale Ale,5.0,381,3.82,Brooklyn, NY
Brooklyn Brewery,Brooklyn Sustainable Porter,American Porter,5.2,23,4.24,Brooklyn, NY
Brooklyn Brewery,Brooklyn Triple,Tripel,9.3,5,4.5,Brooklyn, NY
Brooklyn Brewery,Brooklyn Winter Ale,Scottish Ale,6.0,410,3.77,Brooklyn, NY
Brooklyn Brewery,Brooklyn Winter Ale (2005),Winter Warmer,6.0,46,3.86,Brooklyn, NY
Brooklyn Brewery,Brooklyner Dunkel-Weisse,Dunkelweizen,5.1,2,4.0,Brooklyn, NY
Brooklyn Brewery,Brooklyner Weisse,Hefeweizen,5.0,270,4.0,Brooklyn, NY
Brooklyn Brewery,Brooklyner Weissebock,Weizenbock,8.2,18,4.31,Brooklyn, NY
Brooklyn Brewery,Brooklyner-Schneider Hopfen-Weisse,Weizenbock,8.5,309,4.09,Brooklyn, NY
Brooklyn Brewery,Cookie Jar Porter,American Porter,7.8,75,3.89,Brooklyn, NY
Brooklyn Brewery,Extra Brune,Belgian Strong Dark Ale,8.5,39,3.82,Brooklyn, NY
Brooklyn Brewery,Lacertidus XXV,Scottish Ale,6.0,3,3.83,Brooklyn, NY
Brooklyn Brewery,Naranjito,American Pale Ale (APA),5.5,3,4.17,Brooklyn, NY
Brooklyn Brewery,Nine Pin Brown Ale,American Brown Ale,6.0,3,4.33,Brooklyn, NY
Brooklyn Brewery,Post Road India Pale Ale,English India Pale Ale (IPA),6.2,4,3.88,Brooklyn, NY
Brooklyn Brewery,Post Road Light Dinner Ale,English Brown Ale,4.0,2,3.75,Brooklyn, NY
Brooklyn Brewery,Post Road Pumpkin Ale,Pumpkin Ale,5.0,741,3.57,Brooklyn, NY
Brooklyn Brewery,The Companion,Wheatwine,10.0,51,3.88,Brooklyn, NY
Brooklyn Brewery,The Concoction,Herbed / Spiced Beer,7.6,76,3.02,Brooklyn, NY
Brooklyn Brewery,Wild One,American Wild Ale,9.0,55,4.21,Brooklyn, NY
Brooklyn Brewery,Yale Club Lager,American Amber / Red Lager,5.0,1,4.5,Brooklyn, NY
Brooklyn Brewery,Zooi Pilsner,German Pilsener,4.0,1,4.0,Brooklyn, NY
Buckbean Brewing Company,Black Adder IBA,American Black Ale,7.2,2,4.0,Reno, NV
Buckbean Brewing Company,Black Noddy Lager,Schwarzbier,5.2,75,3.41,Reno, NV
Buckbean Brewing Company,Original Orange Blossom Ale,American Amber / Red Ale,5.8,46,2.93,Reno, NV
Buckbean Brewing Company,Roler Bock,Bock,7.2,1,4.0,Reno, NV
Buckbean Brewing Company,Tule Duck Red Ale,American Amber / Red Ale,6.2,23,2.98,Reno, NV
Buckbean Brewing Company,Very Noddy Lager,Schwarzbier,10.5,7,3.5,Reno, NV
Burnside Brewing Co.,Alter Ego,American Double / Imperial IPA,7.8,7,3.0,Portland, OR
Burnside Brewing Co.,Burnside Alt,Altbier,5.7,1,2.5,Portland, OR
Burnside Brewing Co.,Burnside IPA,American IPA,6.6,6,3.58,Portland, OR
Burnside Brewing Co.,Burnside Oatmeal Pale Ale,American Pale Ale (APA),5.6,6,3.92,Portland, OR
Burnside Brewing Co.,Burnside Stock Ale,Extra Special / Strong Bitter (ESB),5.8,2,3.75,Portland, OR
Burnside Brewing Co.,Burnside Stout,American Stout,5.4,4,4.12,Portland, OR
Burnside Brewing Co.,Grätzer,Smoked Beer,5.4,2,4.0,Portland, OR
Burnside Brewing Co.,Oyster Strong Ale,American Strong Ale,9.0,1,3.5,Portland, OR
Burnside Brewing Co.,Sweet Heat,Fruit / Vegetable Beer,4.9,5,3.6,Portland, OR
Butcher's Brewing,Double Shaka Imperial IPA,American Double / Imperial Stout,10.0,1,2.5,Carlsbad, CA
Butcher's Brewing,HPA,American Pale Ale (APA),5.6,1,2.5,Carlsbad, CA
COAST Brewing Company,32/50,Kölsch,4.8,91,4.52,Charleston, SC
COAST Brewing Company,ALTerior Motive,Altbier,6.3,16,4.47,Charleston, SC
COAST Brewing Company,Angry Mash Oatmeal Stout,Oatmeal Stout,9.0,13,4.23,Charleston, SC
COAST Brewing Company,Belafonte,Belgian Pale Ale,5.7,14,4.29,Charleston, SC
COAST Brewing Company,Blackbeerd Experimental: Knob Creek Whiskey And Cocoa Nibs,Russian Imperial Stout,10.0,2,3.75,Charleston, SC
COAST Brewing Company,Blackbeerd Imperial Stout,Russian Imperial Stout,9.3,124,4.05,Charleston, SC
COAST Brewing Company,"Blackbeerd Imperial Stout, 2011 Barrel Aged",Russian Imperial Stout,9.3,16,4.25,Charleston, SC
COAST Brewing Company,"Blackbeerd Imperial Stout, Buffalo Trace Barrel Aged",Russian Imperial Stout,9.3,56,4.14,Charleston, SC
COAST Brewing Company,"Blackbeerd Imperial Stout, Jack Daniels Barrel Aged",Russian Imperial Stout,9.3,69,4.31,Charleston, SC
COAST Brewing Company,Blended Aged Red Legs Scotch Ale,Scotch Ale / Wee Heavy,7.8,9,4.0,Charleston, SC
COAST Brewing Company,Boy King Double IPA,American Double / Imperial IPA,9.5,155,4.38,Charleston, SC
COAST Brewing Company,Bulls Bay Oyster Stout,American Stout,6.5,9,4.44,Charleston, SC
COAST Brewing Company,Carnie Fire,American Amber / Red Ale,5.0,10,4.7,Charleston, SC
COAST Brewing Company,Cascade Pale,American Pale Ale (APA),5.8,20,4.53,Charleston, SC
COAST Brewing Company,Chinook Pale,American Pale Ale (APA),6.6,5,4.3,Charleston, SC
COAST Brewing Company,DIS Stout,Irish Dry Stout,6.0,7,4.64,Charleston, SC
COAST Brewing Company,Double IPA #2,American Double / Imperial IPA,8.5,15,4.2,Charleston, SC
COAST Brewing Company,Event Horizon Cascadian Dark Ale,American Black Ale,7.0,22,4.36,Charleston, SC
COAST Brewing Company,Harold,American Stout,6.0,10,4.2,Charleston, SC
COAST Brewing Company,HopArt Cask Dry Hopped,American IPA,7.7,1,4.5,Charleston, SC
COAST Brewing Company,HopArt Cask Oaked,American IPA,7.7,1,4.5,Charleston, SC
COAST Brewing Company,HopArt IPA,American IPA,7.7,190,4.05,Charleston, SC
COAST Brewing Company,Milk Stout,Milk / Sweet Stout,5.7,588,4.5,Charleston, SC
COAST Brewing Company,Old Nuptial - Bourbon Barrel Aged Barleywine,American Barleywine,11.0,17,4.32,Charleston, SC
COAST Brewing Company,"Porter, Smoked",American Porter,5.8,20,4.08,Charleston, SC
COAST Brewing Company,Red Legs Scotch Ale,Scottish Ale,6.6,15,4.3,Charleston, SC
COAST Brewing Company,Rye Knot Brown,American Brown Ale,6.1,32,4.3,Charleston, SC
COAST Brewing Company,Shreddin’ Wheat,American Pale Wheat Ale,5.5,6,4.08,Charleston, SC
COAST Brewing Company,Simcoe Pale,American Pale Ale (APA),5.8,5,4.3,Charleston, SC
COAST Brewing Company,Smoked Rye Pale Ale,American Pale Ale (APA),4.8,7,4.14,Charleston, SC
COAST Brewing Company,Wadmalaw Sunset,Belgian Strong Pale Ale,7.5,5,4.2,Charleston, SC
Caldera Brewing Company,Ashland Amber,American Amber / Red Ale,5.4,98,3.82,Ashland, OR
Caldera Brewing Company,Caldera Ginger Beer,Herbed / Spiced Beer,4.7,9,3.83,Ashland, OR
Caldera Brewing Company,Caldera IPA,American IPA,6.1,381,4.06,Ashland, OR
Caldera Brewing Company,Caldera Märzen,Märzen / Oktoberfest,6.3,1,4.5,Ashland, OR
Caldera Brewing Company,Caldera OBF 15,American Pale Lager,5.6,1,4.0,Ashland, OR
Caldera Brewing Company,Caldera Oatmeal Stout,Oatmeal Stout,7.2,2,2.5,Ashland, OR
Caldera Brewing Company,Caldera Pale Ale,American Pale Ale (APA),5.5,163,3.98,Ashland, OR
Caldera Brewing Company,Caldera Pilsener Bier,German Pilsener,5.2,2,3.75,Ashland, OR
Caldera Brewing Company,Caldera Rose Petal (Kettle Series),American Blonde Ale,6.7,7,2.93,Ashland, OR
Caldera Brewing Company,Cauldron Brew,American Strong Ale,7.6,1,5.0,Ashland, OR
Caldera Brewing Company,Cauldron DIPA,American Double / Imperial IPA,7.7,1,4.0,Ashland, OR
Caldera Brewing Company,Coconut Porter,American Porter,9.5,42,4.0,Ashland, OR
Caldera Brewing Company,Dry Hop Orange,American Amber / Red Ale,5.6,6,3.83,Ashland, OR
Caldera Brewing Company,Dry Hop Red,American Amber / Red Ale,5.7,10,4.0,Ashland, OR
Caldera Brewing Company,Exotic Erotic Passion Fruit Ale,Fruit / Vegetable Beer,5.0,1,3.5,Ashland, OR
Caldera Brewing Company,Hibiscus Ginger Beer,Fruit / Vegetable Beer,4.7,1,2.5,Ashland, OR
Caldera Brewing Company,Hop Hash,American Pale Ale (APA),7.0,2,4.5,Ashland, OR
Caldera Brewing Company,Hopportunity Knocks,American IPA,6.8,58,3.57,Ashland, OR
Caldera Brewing Company,Lawnmower Lager,American Adjunct Lager,3.9,18,3.54,Ashland, OR
Caldera Brewing Company,Mogli,American Porter,8.5,10,4.5,Ashland, OR
Caldera Brewing Company,Old Growth Imperial Stout,Russian Imperial Stout,8.8,29,4.17,Ashland, OR
Caldera Brewing Company,Pilot Rock Porter,American Porter,5.8,9,4.06,Ashland, OR
Caldera Brewing Company,Rauch Ür Bock,Rauchbier,7.4,42,4.17,Ashland, OR
Caldera Brewing Company,Southside Strong,American Strong Ale,7.0,1,4.0,Ashland, OR
Caldera Brewing Company,Vas Deferens Ale,Belgian Strong Dark Ale,8.1,36,3.61,Ashland, OR
Cambridge Brewing Company,"""The Wind Cried Mari..."" Scottish Heather Ale",Scottish Gruit / Ancient Herbed Ale,4.4,25,3.92,Cambridge, MA
Cambridge Brewing Company,"2009 Arquebus, Ch. Boswell Barrel Finish With Brett",American Barleywine,11.0,1,4.5,Cambridge, MA
Cambridge Brewing Company,80 Schilling Scottish Ale,Scottish Ale,6.1,2,4.25,Cambridge, MA
Cambridge Brewing Company,Abbey Normal,Dubbel,7.6,19,4.0,Cambridge, MA
Cambridge Brewing Company,Able I.P.A.,Belgian IPA,7.0,2,4.25,Cambridge, MA
Cambridge Brewing Company,Aestas Ale,English Pale Mild Ale,4.2,4,4.62,Cambridge, MA
Cambridge Brewing Company,Alt-erior Motive,Altbier,4.9,2,4.0,Cambridge, MA
Cambridge Brewing Company,American Red Ale,American Amber / Red Ale,4.5,3,4.5,Cambridge, MA
Cambridge Brewing Company,American Three Threads (Red God Version),American Porter,7.0,5,4.4,Cambridge, MA
Cambridge Brewing Company,Anniversary Ale,Extra Special / Strong Bitter (ESB),4.8,240,4.5,Cambridge, MA
Cambridge Brewing Company,Arquebus,English Barleywine,10.75,32,4.2,Cambridge, MA
Cambridge Brewing Company,BMF Stout,American Stout,5.4,1,4.0,Cambridge, MA
Cambridge Brewing Company,Bad Knees Barrel Aged Old Ale,Old Ale,10.5,11,4.14,Cambridge, MA
Cambridge Brewing Company,Bannatyne's Scotch Ale,Scotch Ale / Wee Heavy,9.2,26,4.17,Cambridge, MA
Cambridge Brewing Company,Beantowne Espresso Stout,American Stout,5.6,10,3.9,Cambridge, MA
Cambridge Brewing Company,Benevolence,American Wild Ale,12.6,25,4.14,Cambridge, MA
Cambridge Brewing Company,Berliner Kendall,Berliner Weissbier,4.3,10,3.8,Cambridge, MA
Cambridge Brewing Company,Biere De Garde,Bière de Garde,8.0,126,4.0,Cambridge, MA
Cambridge Brewing Company,Biere De Gourde,Pumpkin Ale,5.5,2,3.75,Cambridge, MA
Cambridge Brewing Company,Biere De Miel,Belgian Strong Pale Ale,8.5,17,3.73,Cambridge, MA
Cambridge Brewing Company,Big Man Ale,American IPA,6.8,35,4.14,Cambridge, MA
Cambridge Brewing Company,Bitchin' Special Bitter,Extra Special / Strong Bitter (ESB),4.7,2,3.5,Cambridge, MA
Cambridge Brewing Company,Black Magic,Pumpkin Ale,3.8,6,4.5,Cambridge, MA
Cambridge Brewing Company,Blackout Oatmeal Stout,Oatmeal Stout,3.7,8,4.19,Cambridge, MA
Cambridge Brewing Company,Blackout Stout,Irish Dry Stout,4.0,36,4.0,Cambridge, MA
Cambridge Brewing Company,Blunderbuss Barley Wine,American Barleywine,11.5,39,4.19,Cambridge, MA
Cambridge Brewing Company,Bodacious Bitter,English Bitter,4.3,7,4.07,Cambridge, MA
Cambridge Brewing Company,Bourbon Barrel Aged Porter,Baltic Porter,6.0,21,4.33,Cambridge, MA
Cambridge Brewing Company,Bumper Crop IPA,American IPA,6.8,6,4.0,Cambridge, MA
Cambridge Brewing Company,"CBC E.S.B. ""dank Nugs""",Extra Special / Strong Bitter (ESB),4.7,4,4.0,Cambridge, MA
Cambridge Brewing Company,CaCow! Chocolate Milk Stout,Milk / Sweet Stout,6.4,6,3.92,Cambridge, MA
Cambridge Brewing Company,Cambridge Amber,American Amber / Red Ale,4.9,29,3.78,Cambridge, MA
Cambridge Brewing Company,Cerise Cassée American Sour Ale,American Wild Ale,7.75,41,4.05,Cambridge, MA
Cambridge Brewing Company,Charles River Porter,American Porter,5.9,67,4.04,Cambridge, MA
Cambridge Brewing Company,Charles River Porter With Cascade,American Porter,5.9,1,4.0,Cambridge, MA
Cambridge Brewing Company,Cherry Stout,Fruit / Vegetable Beer,6.0,12,3.5,Cambridge, MA
Cambridge Brewing Company,Collaborative Groove #1,Scottish Gruit / Ancient Herbed Ale,6.0,1,4.0,Cambridge, MA
Cambridge Brewing Company,Darkest Night,Winter Warmer,5.5,6,3.92,Cambridge, MA
Cambridge Brewing Company,Delilah,Belgian Pale Ale,7.0,1,3.0,Cambridge, MA
Cambridge Brewing Company,Double Happiness,American Wild Ale,10.4,2,4.5,Cambridge, MA
Cambridge Brewing Company,Dubbel Entendre,Dubbel,8.5,6,4.2,Cambridge, MA
Cambridge Brewing Company,Dubble Overtime,Belgian Strong Dark Ale,9.2,1,4.0,Cambridge, MA
Cambridge Brewing Company,Dunkles Weizen,Dunkelweizen,5.6,1,4.0,Cambridge, MA
Cambridge Brewing Company,ESB,Extra Special / Strong Bitter (ESB),5.5,244,4.5,Cambridge, MA
Cambridge Brewing Company,EZ Ryeder,Rye Beer,6.0,15,4.27,Cambridge, MA
Cambridge Brewing Company,El Mariachi,Pumpkin Ale,4.0,1,4.5,Cambridge, MA
Cambridge Brewing Company,Endless Summer IPA,American IPA,6.3,9,4.0,Cambridge, MA
Cambridge Brewing Company,Endless Summer Pale Ale,American Pale Ale (APA),4.5,4,4.5,Cambridge, MA
Cambridge Brewing Company,Flower Child IPA,American IPA,6.5,7,4.07,Cambridge, MA
Cambridge Brewing Company,Funky Bitch,American Wild Ale,9.0,1,3.0,Cambridge, MA
Cambridge Brewing Company,Golden Ring Abbey Ale,Belgian Pale Ale,6.4,11,3.91,Cambridge, MA
Cambridge Brewing Company,Golden Slumbers,Vienna Lager,5.5,3,4.5,Cambridge, MA
Cambridge Brewing Company,Gourd Of The Rings,Pumpkin Ale,6.7,2,3.75,Cambridge, MA
Cambridge Brewing Company,Great Pumpkin Ale,Pumpkin Ale,4.4,104,4.07,Cambridge, MA
Cambridge Brewing Company,Half Wit,Witbier,4.7,16,3.81,Cambridge, MA
Cambridge Brewing Company,Hefeweizen,Hefeweizen,6.0,864,4.24,Cambridge, MA
Cambridge Brewing Company,Honey Badger,Lambic - Unblended,10.0,3,5.0,Cambridge, MA
Cambridge Brewing Company,Honey-Ginger Ale,Herbed / Spiced Beer,4.5,9,3.22,Cambridge, MA
Cambridge Brewing Company,Hopalong's ESB,Extra Special / Strong Bitter (ESB),5.2,1,4.5,Cambridge, MA
Cambridge Brewing Company,Howdy Pilgrim,English Bitter,4.3,2,4.25,Cambridge, MA
Cambridge Brewing Company,Imperial Skibsøl,Smoked Beer,6.3,4,4.12,Cambridge, MA
Cambridge Brewing Company,Kaffir Lime - Lemongrass Ale,Fruit / Vegetable Beer,4.2,1,4.0,Cambridge, MA
Cambridge Brewing Company,Kissmeyer Citra Tripel,Tripel,9.5,4,4.25,Cambridge, MA
Cambridge Brewing Company,Kriek Du Cambridge 2009,Lambic - Fruit,9.5,2,3.75,Cambridge, MA
Cambridge Brewing Company,L'Amour Du Jour,Belgian Pale Ale,5.25,10,3.85,Cambridge, MA
Cambridge Brewing Company,Late Harvest IPA,American IPA,6.8,10,4.2,Cambridge, MA
Cambridge Brewing Company,Le Saisonniere,Saison / Farmhouse Ale,4.0,2,3.75,Cambridge, MA
Cambridge Brewing Company,LuvBuzz  Espresso Stout,American Stout,6.1,5,4.2,Cambridge, MA
Cambridge Brewing Company,Mind Left Body,American IPA,5.3,6,4.17,Cambridge, MA
Cambridge Brewing Company,Mother Hubbard,Saison / Farmhouse Ale,5.5,1,4.0,Cambridge, MA
Cambridge Brewing Company,Never Mind The Bollekes!,Belgian Pale Ale,5.5,3,4.5,Cambridge, MA
Cambridge Brewing Company,Newtowne Colonial Ale,American Brown Ale,6.3,3,4.33,Cambridge, MA
Cambridge Brewing Company,Nom De Plum,Lambic - Fruit,5.75,1,3.5,Cambridge, MA
Cambridge Brewing Company,O.P.P. (Olde Pumpkin Porter),Pumpkin Ale,6.8,3,4.17,Cambridge, MA
Cambridge Brewing Company,OM,Belgian Strong Pale Ale,9.4,6,4.0,Cambridge, MA
Cambridge Brewing Company,Oak Aged Weekapaug Gruit Ale,Scottish Gruit / Ancient Herbed Ale,5.0,1,3.5,Cambridge, MA
Cambridge Brewing Company,Oakquinox Lager,Bock,7.5,5,3.8,Cambridge, MA
Cambridge Brewing Company,Off-(trap)Piste Belgian-Style Grand Cru,Belgian Strong Dark Ale,9.5,4,4.25,Cambridge, MA
Cambridge Brewing Company,Pale Mild,English Pale Mild Ale,4.2,2,4.25,Cambridge, MA
Cambridge Brewing Company,Petit Mort,Tripel,8.0,3,3.5,Cambridge, MA
Cambridge Brewing Company,Pisser Mauvais,American Wild Ale,7.0,7,3.79,Cambridge, MA
Cambridge Brewing Company,Project Venus,Dubbel,9.0,3,4.5,Cambridge, MA
Cambridge Brewing Company,Pröjekt H50 Kölsch,Kölsch,4.3,2,4.5,Cambridge, MA
Cambridge Brewing Company,Reckoning,American Wild Ale,8.6,12,3.62,Cambridge, MA
Cambridge Brewing Company,Red Barn Espresso Stout,American Stout,6.1,5,4.1,Cambridge, MA
Cambridge Brewing Company,Red God IPA,American Double / Imperial IPA,9.0,32,4.08,Cambridge, MA
Cambridge Brewing Company,Regatta Golden,Kölsch,4.2,29,3.9,Cambridge, MA
Cambridge Brewing Company,Resolution,Belgian Strong Dark Ale,7.75,4,3.83,Cambridge, MA
Cambridge Brewing Company,Resolution #9,Flanders Oud Bruin,8.8,5,4.1,Cambridge, MA
Cambridge Brewing Company,Rose De Cambrinus,American Wild Ale,10.0,3,4.5,Cambridge, MA
Cambridge Brewing Company,Saison Noire,Saison / Farmhouse Ale,5.8,16,4.25,Cambridge, MA
Cambridge Brewing Company,Saisonnaire,Saison / Farmhouse Ale,4.0,1,5.0,Cambridge, MA
Cambridge Brewing Company,Samson,Belgian Strong Dark Ale,10.0,2,3.5,Cambridge, MA
Cambridge Brewing Company,Sgt. Pepper,Saison / Farmhouse Ale,6.0,14,3.73,Cambridge, MA
Cambridge Brewing Company,Sherry Cask Blunderbuss,American Barleywine,11.0,1,4.5,Cambridge, MA
Cambridge Brewing Company,Simple,Belgian Pale Ale,5.4,1,3.5,Cambridge, MA
Cambridge Brewing Company,Skibsøl,Smoked Beer,6.3,6,4.0,Cambridge, MA
Cambridge Brewing Company,Sledgehammer Imperial Red Ale,American Amber / Red Ale,7.75,1,4.0,Cambridge, MA
Cambridge Brewing Company,Spinal Pumpkin,Pumpkin Ale,11.0,4,3.5,Cambridge, MA
Cambridge Brewing Company,Spring Training IPA,American IPA,6.6,18,4.22,Cambridge, MA
Cambridge Brewing Company,Spring Training IPA (dry-hopped With Cascade),American IPA,6.6,1,4.0,Cambridge, MA
Cambridge Brewing Company,St. Alphonzo,Belgian Pale Ale,4.7,2,4.25,Cambridge, MA
Cambridge Brewing Company,Straight-Edge Stout,American Stout,6.1,4,3.75,Cambridge, MA
Cambridge Brewing Company,Tall Tale Pale Ale,American Pale Ale (APA),5.9,55,3.86,Cambridge, MA
Cambridge Brewing Company,Tall Tale Pale Ale (dry-hopped With Glacier),American Pale Ale (APA),5.7,1,4.5,Cambridge, MA
Cambridge Brewing Company,Tall Tale Pale Ale (dry-hopped With Palisade),American Pale Ale (APA),6.0,1,4.0,Cambridge, MA
Cambridge Brewing Company,The Audacity Of Hops,Belgian IPA,8.0,42,4.1,Cambridge, MA
Cambridge Brewing Company,The Colonel's Porter,Baltic Porter,7.3,4,3.88,Cambridge, MA
Cambridge Brewing Company,The Colonel's Porter (Cask Primed With English Treacle),Baltic Porter,7.4,3,4.0,Cambridge, MA
Cambridge Brewing Company,Three Rings Belgian-style Pale Ale,Belgian Pale Ale,5.0,5,4.0,Cambridge, MA
Cambridge Brewing Company,Tripel Threat,Tripel,9.6,35,4.23,Cambridge, MA
Cambridge Brewing Company,U.S. Blues Blueberry Ale,Fruit / Vegetable Beer,5.0,1,3.5,Cambridge, MA
Cambridge Brewing Company,Up On Cripple Kriek,Flanders Red Ale,6.0,1,4.0,Cambridge, MA
Cambridge Brewing Company,Valley Ghoul,Scottish Ale,8.5,1,4.0,Cambridge, MA
Cambridge Brewing Company,Valley Girl IPA,American IPA,5.7,2,4.25,Cambridge, MA
Cambridge Brewing Company,Valley Girl!,American Amber / Red Ale,4.3,3,3.0,Cambridge, MA
Cambridge Brewing Company,Vienna Gold,Kölsch,5.25,22,4.21,Cambridge, MA
Cambridge Brewing Company,Weekapaug Gruit Ale,Scottish Gruit / Ancient Herbed Ale,5.0,21,4.07,Cambridge, MA
Cambridge Brewing Company,Will's Extra Bitter,Extra Special / Strong Bitter (ESB),5.75,5,4.4,Cambridge, MA
Cambridge Brewing Company,Wilson,Pumpkin Ale,6.5,1,3.5,Cambridge, MA
Cambridge Brewing Company,Winter I.P.A.,American IPA,6.8,8,4.19,Cambridge, MA
Cambridge Brewing Company,Wolf's Irish Pub Draft,Irish Red Ale,4.9,3,4.0,Cambridge, MA
Cambridge Brewing Company,Wolf's Irish Red Ale,Irish Red Ale,5.3,2,4.25,Cambridge, MA
Cambridge Brewing Company,YouEnjoyMyStout,Russian Imperial Stout,10.0,43,4.0,Cambridge, MA
Cape Ann Brewing Company,Fisherman's Ale,Kölsch,5.0,53,3.96,Gloucester, MA
Cape Ann Brewing Company,Fisherman's Bavarian Wheat,Hefeweizen,5.5,34,3.35,Gloucester, MA
Cape Ann Brewing Company,Fisherman's Brew,American Amber / Red Lager,5.5,103,3.72,Gloucester, MA
Cape Ann Brewing Company,Fisherman's Coffee-Infused Oyster Stout,American Stout,5.4,1,3.5,Gloucester, MA
Cape Ann Brewing Company,Fisherman's Eclipse,Schwarzbier,4.5,3,4.17,Gloucester, MA
Cape Ann Brewing Company,Fisherman's Greenhorn Double IPA,American Double / Imperial IPA,9.0,12,3.96,Gloucester, MA
Cape Ann Brewing Company,Fisherman's IPA,American IPA,6.0,126,3.56,Gloucester, MA
Cape Ann Brewing Company,Fisherman's Imperial Pumpkin Stout,Pumpkin Ale,11.0,56,4.01,Gloucester, MA
